Tidal current
	"Status"	"application submitted"
	"Name"	"Bardsey Sound (Enlli)"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"United Kingdom"
	"Sea"	"Irish Sea"
	"Region"	"off Bardsey Island, Wales"
	"Latitude (° N)"	"52.771"
	"Longitude (° E)"	"-4.777"
	"Capacity [MW]"	"2"
	"Energy source"	"marine energy (current)"
	"Number of converters"	""
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	"Nova Innovation"
	"Operator"	"Nova Innovation"
	"Converter manufacturer"	"Nova Innovation"
	"Converter type"	"Nova M100"
	"Converter working principle"	"Horizontal Axis Turbine"
	"Converter capacity [MW]"	"0.1"
	"Website"	""
	"geometry"	"POINT (-531773.20751947 6940750.94497526)"

Bathymetry
	"Band 1"	"-39.8625"

