Wave
	"Status"	"fully operational"
	"Name"	"Isle of Muck"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"United Kingdom"
	"Sea"	"Atlantic Ocean"
	"Region"	"Isle of Muck, Scotland"
	"Latitude (° N)"	"56.846"
	"Longitude (° E)"	"-6.213"
	"Capacity [MW]"	"0.022"
	"Energy source"	"marine energy (wave)"
	"Number of converters"	"3"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	"21.10.2016"
	"(Estimated) decommissioning"	""
	"Owner"	"Albatern"
	"Project developer"	"Albatern"
	"Operator"	"Albatern"
	"Converter manufacturer"	"Albatern"
	"Converter type"	"Squid (WaveNET)"
	"Converter working principle"	"Point Absorber"
	"Converter capacity [MW]"	"0.0075"
	"Website"	"http://albatern.co.uk/projects/isle-muck-deployment/"
	"geometry"	"POINT (-691627.99629861 7728707.33080566)"

Bathymetry
	"Band 1"	"-63.5061"

