Marine energy testing facilities
	"Test_Facility"	"Lysekil Wave Power Test Site"
	"Short_Name"	"Lysekil"
	"Facility_Type"	"test site"
	"Sea"	"Skagerrak"
	"Continent"	"Europe"
	"Country"	"Sweden"
	"Region"	"near Lysekil"
	"Latitude"	"58.195"
	"Longitude"	"11.373"
	"Estimated_Commissioning"	"2004"
	"Website"	"http://www.teknik.uu.se/electricity/research-areas/wave-power/lysekil/"
	"Capacity"	"Current permit allows for 20 generators<br/> (ca. 600 kW), two substations and two land<br/> cables (1 kV) plus related equipment, signal<br/> cables, observation tower etc."
	"Major_Projects"	""
	"Image"	"<img src=""img/representative/Lysekil.jpg" />(<a href="http://www.el.angstrom.uu.se/forskningsprojekt/WavePower/Lysekilsprojektet_E.html" target="_blank">source</a>)"
	"tooltip"	"<table><tr><td>Lysekil Wave Power Test Site<br/><br/></td><td><img src=""img/logos/Lysekil.png"/></td><tr><td colspan="2"><img src="img/representative/Lysekil.jpg"/></td></tr></table>"
	"geometry"	"POINT (1266036.5687919 8008392.98748254)"

EEZ boundaries
	"id"	"1,436"
	"line_id"	"925"
	"line_name"	"Sweden Straight Baseline"
	"line_type"	"Straight Baseline"
	"mrgid_sov1"	"2,180"
	"mrgid_ter1"	"2,180"
	"territory1"	"Sweden"
	"sovereign1"	"Sweden"
	"mrgid_ter2"	"0"
	"territory2"	""
	"mrgid_sov2"	"0"
	"sovereign2"	""
	"mrgid_eez1"	"5,694"
	"eez1"	"Swedish Exclusive Economic Zone"
	"mrgid_eez2"	"0"
	"eez2"	""
	"source1"	"Royal Notice No. 375 of 3 June 1966 containing Regulations on the Measurement of the Territorial Waters of Sweden"
	"url1"	"http://www.marineregions.org/documents/SWE_1966_Notice.pdf"
	"source2"	"Sweden and Finland Straight Baselines"
	"url2"	"http://www.marineregions.org/documents/ls47.jpg"
	"source3"	""
	"url3"	""
	"origin"	"Database"
	"doc_date"	"1966-06-03"
	"mrgid_jreg"	"0"
	"joint_reg"	""
	"length_km"	"325"
	"geometry"	"MULTILINESTRING ((1215608.83946255 8167789.48170604, 1220247.15157894 8165272.55695706, 1220061.61909428 8165272.55695706, 1220432.68406359 8156290.47765663, 1222102.47642549 8132629.67939284, 1226926.32102654 8080909.60990138, 1247520.42682329 8036608.70893665, 1261064.29820314 7987300.60164803, 1273309.4421904 7945292.58255519, 1290378.4307787 7891376.725677, 1324330.87547064 7820998.06019534, 1348079.03350654 7791181.41056192, 1362921.63227898 7773074.48844645, 1375723.37372021 7743445.00095203, 1393720.02473179 7725451.23321705, 1405223.03878043 7705132.07673641, 1414870.7279825 7688578.15603701, 1396317.47951697 7648860.20820652, 1385742.1278916 7619039.25441674))"

Bathymetry
	"Band 1"	"8"

