Marine energy testing facilities
	"Test_Facility"	"Wave Hub"
	"Short_Name"	"Wave Hub"
	"Facility_Type"	"test site"
	"Sea"	"Celtic Sea"
	"Continent"	"Europe"
	"Country"	"United Kingdom"
	"Region"	"South West England"
	"Latitude"	"50.311"
	"Longitude"	"-5.525"
	"Estimated_Commissioning"	"2010"
	"Website"	"http://wavehub.co.uk/"
	"Capacity"	"4 grid connected wave energy test berths @ 11 or 33 kV, 30 MW total capacity"
	"Major_Projects"	"<a href=""http://carnegiewave.com/projects/ceto-6-wavehub-uk/" target="_blank">CETO 6 @ Wave Hub (1)</a>, <a href="http://www.wavehub.co.uk/wave-hub-site/developers/carnegie-wave-energy-limited" target="_blank">CETO 6 @ Wave Hub (2)</a>, GWave @ Wave Hub (1), <a href="http://www.simplyblueenergy.com/projects/wavehub-10mw/" target="_blank">SBE @ Wave Hub</a>, <a href="http://www.wavehub.co.uk/wave-hub-site/developers/seatricity" target="_blank">Seatricity @ Wave Hub (1)</a>, <a href="https://www.wavehub.co.uk/wave-hub-site/developers/seatricity" target="_blank">Seatricity @ Wave Hub (2)</a>"
	"Image"	"<img src=""img/representative/wavehub.png" />(<a href="http://www.rechargenews.com/news/technology/article1298775.ece" target="_blank">source</a>)"
	"tooltip"	"<table><tr><td>Wave Hub</td><td><img src=""img/logos/wavehub.png" /></td><tr><td colspan="2"><img src="img/representative/wavehub.png" /></td></tr></table>"
	"geometry"	"POINT (-615040.18663284 6500310.78815364)"

Wave
	"Status"	"early planning"
	"Name"	"CETO 6 @ Wave Hub (1)"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"United Kingdom"
	"Sea"	"Celtic Sea"
	"Region"	"near Hayle, England"
	"Latitude (° N)"	"50.311"
	"Longitude (° E)"	"-5.525"
	"Capacity [MW]"	"1"
	"Energy source"	"marine energy (wave)"
	"Number of converters"	"1"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	"Carnegie Clean Energy"
	"Converter manufacturer"	"Carnegie Clean Energy"
	"Converter type"	"CETO 6 Mk1"
	"Converter working principle"	"Point Absorber"
	"Converter capacity [MW]"	"1"
	"Website"	"http://carnegiewave.com/projects/ceto-6-wavehub-uk/"
	"geometry"	"POINT (-615040.18663284 6500310.78815364)"
	"Status"	"early planning"
	"Name"	"CETO 6 @ Wave Hub (2)"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"United Kingdom"
	"Sea"	"Celtic Sea"
	"Region"	"near Hayle, England"
	"Latitude (° N)"	"50.311"
	"Longitude (° E)"	"-5.525"
	"Capacity [MW]"	"14"
	"Energy source"	"marine energy (wave)"
	"Number of converters"	"14"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	"Carnegie Clean Energy"
	"Converter manufacturer"	"Carnegie Clean Energy"
	"Converter type"	"CETO 6 Mk1"
	"Converter working principle"	"Point Absorber"
	"Converter capacity [MW]"	"1"
	"Website"	"http://www.wavehub.co.uk/wave-hub-site/developers/carnegie-wave-energy-limited"
	"geometry"	"POINT (-615040.18663284 6500310.78815364)"
	"Status"	"early planning"
	"Name"	"GWave @ Wave Hub (1)"
	"Commercial Readiness"	"commercial project"
	"Phase"	"1"
	"Country"	"United Kingdom"
	"Sea"	"Celtic Sea"
	"Region"	"near Hayle, England"
	"Latitude (° N)"	"50.311"
	"Longitude (° E)"	"-5.525"
	"Capacity [MW]"	"9"
	"Energy source"	"marine energy (wave)"
	"Number of converters"	"1"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	"01.07.2020"
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	"Carnegie Clean Energy"
	"Converter manufacturer"	"GWave"
	"Converter type"	"Power Generation Vessel (PGV)"
	"Converter working principle"	"Rotating Mass"
	"Converter capacity [MW]"	"9"
	"Website"	""
	"geometry"	"POINT (-615040.18663284 6500310.78815364)"
	"Status"	"early planning"
	"Name"	"Seatricity @ Wave Hub (2)"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"United Kingdom"
	"Sea"	"Celtic Sea"
	"Region"	"near Hayle, England"
	"Latitude (° N)"	"50.311"
	"Longitude (° E)"	"-5.525"
	"Capacity [MW]"	"10"
	"Energy source"	"marine energy (wave)"
	"Number of converters"	""
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	"Seatricity"
	"Converter manufacturer"	""
	"Converter type"	""
	"Converter working principle"	""
	"Converter capacity [MW]"	""
	"Website"	"https://www.wavehub.co.uk/wave-hub-site/developers/seatricity"
	"geometry"	"POINT (-615040.18663284 6500310.78815364)"

Bathymetry
	"Band 1"	"-31.6444"

