Tidal current
	"Status"	"early planning"
	"Name"	"Cobscook Bay (2)"
	"Commercial Readiness"	"commercial project"
	"Phase"	"2"
	"Country"	"USA"
	"Sea"	"Bay of Fundy"
	"Region"	"Maine, off of Eastport and Lubec"
	"Latitude (° N)"	"44.91"
	"Longitude (° E)"	"-67.046"
	"Capacity [MW]"	"0.3"
	"Energy source"	"marine energy (current)"
	"Number of converters"	"2"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	"31.01.2022"
	"Owner"	""
	"Project developer"	""
	"Operator"	"Ocean Renewable Power Company (ORPC)"
	"Converter manufacturer"	"Ocean Renewable Power Company (ORPC)"
	"Converter type"	"TidGen TGU"
	"Converter working principle"	"Cross Flow Turbine"
	"Converter capacity [MW]"	"0.5"
	"Website"	"http://www.orpc.co/content.aspx?p=h3jCHHn6gcg%3d"
	"geometry"	"POINT (-7463526.57972582 5607363.93874804)"

Bathymetry
	"Band 1"	"-7.90262"

