Tidal current
	"Status"	"temporarily offline"
	"Name"	"BUMWI wood chip factory"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"Indonesia"
	"Sea"	"Bintuni Bay"
	"Region"	"Amutu-besar island, Papua Barat province"
	"Latitude (° N)"	"-2.521"
	"Longitude (° E)"	"133.597"
	"Capacity [MW]"	"0.054"
	"Energy source"	"marine energy (current)"
	"Number of converters"	"1"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	"22.11.2016"
	"(Estimated) decommissioning"	"31.12.2017"
	"Owner"	""
	"Project developer"	""
	"Operator"	""
	"Converter manufacturer"	"SCHOTTEL HYDRO"
	"Converter type"	"SIT 250"
	"Converter working principle"	"Horizontal Axis Turbine"
	"Converter capacity [MW]"	"0.062"
	"Website"	"http://www.schottel.de/de/news-events/presseinformationen/news-detail/?no_cache=1&tx_ttnews[tt_news]=437"
	"geometry"	"POINT (14871950.01150897 -280727.03113696)"

Bathymetry
	"Band 1"	"49"

